gatunek;species_name;latin_name;english_name;BUL_SPECIES_NR;Grupa_gat;Nr_grupy_gat;grupa_wieku;code;col
ŚW.H;świerk himalajski;Picea smithiana;;943;ŚW;11;2;ŚW2;#C1BBFE
ŚW.H;świerk himalajski;Picea smithiana;;943;ŚW;11;3;ŚW3;#AEA5FF
ŚW.H;świerk himalajski;Picea smithiana;;943;ŚW;11;4;ŚW4;#AEA5FF
PRS.J;pieris japoński;Pieris japonica;;804;NA;NA;NA;NA;NA
BDR.SKA;biedrzeniec mniejszy skalny;Pimpinella saxifraga ssp. Rup.;;NA;NA;NA;NA;NA;NA
SO.O;sosna oścista;Pinus aristata;;904;SO;1;1;SO1;#DEB887
SO.O;sosna oścista;Pinus aristata;;904;SO;1;2;SO2;#DC9F63
SO.O;sosna oścista;Pinus aristata;;904;SO;1;3;SO3;#D68640
SO.O;sosna oścista;Pinus aristata;;904;SO;1;4;SO4;#D68640
SO.B;sosna Banksa;Pinus banksiana;;2;SO;1;1;SO1;#DEB887
SO.B;sosna Banksa;Pinus banksiana;;2;SO;1;2;SO2;#DC9F63
SO.B;sosna Banksa;Pinus banksiana;;2;SO;1;3;SO3;#D68640
SO.B;sosna Banksa;Pinus banksiana;;2;SO;1;4;SO4;#D68640
PIN.CAN;sosna kanaryjska;Pinus canariensis;;NA;SO;1;1;SO1;#DEB887
PIN.CAN;sosna kanaryjska;Pinus canariensis;;NA;SO;1;2;SO2;#DC9F63
PIN.CAN;sosna kanaryjska;Pinus canariensis;;NA;SO;1;3;SO3;#D68640
PIN.CAN;sosna kanaryjska;Pinus canariensis;;NA;SO;1;4;SO4;#D68640
SO.W;sosna wydmowa;Pinus contorta;;905;SO;1;1;SO1;#DEB887
SO.W;sosna wydmowa;Pinus contorta;;905;SO;1;2;SO2;#DC9F63
SO.W;sosna wydmowa;Pinus contorta;;905;SO;1;3;SO3;#D68640
SO.W;sosna wydmowa;Pinus contorta;;905;SO;1;4;SO4;#D68640
PIN.HAL;sosna alepska;Pinus halepensis;;NA;SO;1;1;SO1;#DEB887
PIN.HAL;sosna alepska;Pinus halepensis;;NA;SO;1;2;SO2;#DC9F63
PIN.HAL;sosna alepska;Pinus halepensis;;NA;SO;1;3;SO3;#D68640
PIN.HAL;sosna alepska;Pinus halepensis;;NA;SO;1;4;SO4;#D68640
PIN.HAL.K;sosna alepska odm. kalabryjska;Pinus halepensis var. brutia;;NA;SO;1;1;SO1;#DEB887
PIN.HAL.K;sosna alepska odm. kalabryjska;Pinus halepensis var. brutia;;NA;SO;1;2;SO2;#DC9F63
PIN.HAL.K;sosna alepska odm. kalabryjska;Pinus halepensis var. brutia;;NA;SO;1;3;SO3;#D68640
PIN.HAL.K;sosna alepska odm. kalabryjska;Pinus halepensis var. brutia;;NA;SO;1;4;SO4;#D68640
SO.J;sosna Jeffreya;Pinus jeffreyi;;903;SO;1;1;SO1;#DEB887
SO.J;sosna Jeffreya;Pinus jeffreyi;;903;SO;1;2;SO2;#DC9F63
SO.J;sosna Jeffreya;Pinus jeffreyi;;903;SO;1;3;SO3;#D68640
SO.J;sosna Jeffreya;Pinus jeffreyi;;903;SO;1;4;SO4;#D68640
PIN.LEU;sosna bośniacka;Pinus leucodermis;;NA;SO;1;1;SO1;#DEB887
PIN.LEU;sosna bośniacka;Pinus leucodermis;;NA;SO;1;2;SO2;#DC9F63
PIN.LEU;sosna bośniacka;Pinus leucodermis;;NA;SO;1;3;SO3;#D68640
PIN.LEU;sosna bośniacka;Pinus leucodermis;;NA;SO;1;4;SO4;#D68640
SO.C;sosna czarna;Pinus nigra;;3;SO;1;1;SO1;#DEB887
SO.C;sosna czarna;Pinus nigra;;3;SO;1;2;SO2;#DC9F63
SO.C;sosna czarna;Pinus nigra;;3;SO;1;3;SO3;#D68640
SO.C;sosna czarna;Pinus nigra;;3;SO;1;4;SO4;#D68640
PIN.PIN;sosna nadmorska;Pinus pinaster;;NA;SO;1;1;SO1;#DEB887
PIN.PIN;sosna nadmorska;Pinus pinaster;;NA;SO;1;2;SO2;#DC9F63
PIN.PIN;sosna nadmorska;Pinus pinaster;;NA;SO;1;3;SO3;#D68640
PIN.PIN;sosna nadmorska;Pinus pinaster;;NA;SO;1;4;SO4;#D68640
PIN.PI;sosna pinia;Pinus pinea;;NA;SO;1;1;SO1;#DEB887
PIN.PI;sosna pinia;Pinus pinea;;NA;SO;1;2;SO2;#DC9F63
PIN.PI;sosna pinia;Pinus pinea;;NA;SO;1;3;SO3;#D68640
PIN.PI;sosna pinia;Pinus pinea;;NA;SO;1;4;SO4;#D68640
SO.Ż;sosna zółta;Pinus ponderosa;;906;SO;1;1;SO1;#DEB887
SO.Ż;sosna zółta;Pinus ponderosa;;906;SO;1;2;SO2;#DC9F63
SO.Ż;sosna zółta;Pinus ponderosa;;906;SO;1;3;SO3;#D68640
SO.Ż;sosna zółta;Pinus ponderosa;;906;SO;1;4;SO4;#D68640
PIN.RAD;sosna kalifornijska;Pinus radiata;;NA;SO;1;1;SO1;#DEB887
PIN.RAD;sosna kalifornijska;Pinus radiata;;NA;SO;1;2;SO2;#DC9F63
PIN.RAD;sosna kalifornijska;Pinus radiata;;NA;SO;1;3;SO3;#D68640
PIN.RAD;sosna kalifornijska;Pinus radiata;;NA;SO;1;4;SO4;#D68640
PIN.RH.R;Pinus rhaetica;Pinus rhaetica;;794;SO;1;1;SO1;#DEB887
PIN.RH.R;Pinus rhaetica;Pinus rhaetica;;794;SO;1;2;SO2;#DC9F63
PIN.RH.R;Pinus rhaetica;Pinus rhaetica;;794;SO;1;3;SO3;#D68640
PIN.RH.R;Pinus rhaetica;Pinus rhaetica;;794;SO;1;4;SO4;#D68640
SO.S;sosna smołowa;Pinus rigida;;4;SO;1;1;SO1;#DEB887
SO.S;sosna smołowa;Pinus rigida;;4;SO;1;2;SO2;#DC9F63
SO.S;sosna smołowa;Pinus rigida;;4;SO;1;3;SO3;#D68640
SO.S;sosna smołowa;Pinus rigida;;4;SO;1;4;SO4;#D68640
SO.WE;sosna wejmutka;Pinus strobus;;5;SO;1;1;SO1;#DEB887
SO.WE;sosna wejmutka;Pinus strobus;;5;SO;1;2;SO2;#DC9F63
SO.WE;sosna wejmutka;Pinus strobus;;5;SO;1;3;SO3;#D68640
SO.WE;sosna wejmutka;Pinus strobus;;5;SO;1;4;SO4;#D68640
SO.BL;sosna błotna;Pinus uliginosa;;203;SO;1;1;SO1;#DEB887
SO.BL;sosna błotna;Pinus uliginosa;;203;SO;1;2;SO2;#DC9F63
SO.BL;sosna błotna;Pinus uliginosa;;203;SO;1;3;SO3;#D68640
SO.BL;sosna błotna;Pinus uliginosa;;203;SO;1;4;SO4;#D68640
SO.H;sosna hakowata;Pinus uncinata;;902;SO;1;1;SO1;#DEB887
SO.H;sosna hakowata;Pinus uncinata;;902;SO;1;2;SO2;#DC9F63
SO.H;sosna hakowata;Pinus uncinata;;902;SO;1;3;SO3;#D68640
SO.H;sosna hakowata;Pinus uncinata;;902;SO;1;4;SO4;#D68640
SO.DRZ;sosna drzewokosa;Pinus x rhaetica Brügger;;NA;NA;NA;NA;NA;NA
PŁA.ORZ;płaskomerzyk orzęsiony;Plagiomnium drummondii;;NA;NA;NA;NA;NA;NA
BAB.PIE;babka pierzasta;Plantago coronopus L.;;NA;NA;NA;NA;NA;NA
PLA.K;platan klonolistny;Platanus acerifolia;;110;DB;40;1;DB1;#D2D2D2
PLA.K;platan klonolistny;Platanus acerifolia;;110;DB;40;2;DB2;#AFAFAF
PLA.K;platan klonolistny;Platanus acerifolia;;110;DB;40;3;DB3;#8C8C8C
PLA.K;platan klonolistny;Platanus acerifolia;;110;DB;40;4;DB4;#8C8C8C
POP.AL.BO;topola biała;Populus alba Bolleana;;798;TP;90;1;TP1;#FFE1E1
POP.AL.BO;topola biała;Populus alba Bolleana;;798;TP;90;2;TP2;#FFB4B4
POP.AL.BO;topola biała;Populus alba Bolleana;;798;TP;90;3;TP3;#FFB4B4
POP.AL.BO;topola biała;Populus alba Bolleana;;798;TP;90;4;TP4;#FF8787
TP.B;topola berlińska;Populus berolinensis;;986;TP;90;1;TP1;#FFE1E1
TP.B;topola berlińska;Populus berolinensis;;986;TP;90;2;TP2;#FFB4B4
TP.B;topola berlińska;Populus berolinensis;;986;TP;90;3;TP3;#FFB4B4
TP.B;topola berlińska;Populus berolinensis;;986;TP;90;4;TP4;#FF8787
TP.K;topola kanadyjska;Populus canadensis;;988;TP;90;1;TP1;#FFE1E1
TP.K;topola kanadyjska;Populus canadensis;;988;TP;90;2;TP2;#FFB4B4
TP.K;topola kanadyjska;Populus canadensis;;988;TP;90;3;TP3;#FFB4B4
TP.K;topola kanadyjska;Populus canadensis;;988;TP;90;4;TP4;#FF8787
POP.CA.MA;topola kanadyjska;Populus canadensis Marilandica;;799;TP;90;1;TP1;#FFE1E1
POP.CA.MA;topola kanadyjska;Populus canadensis Marilandica;;799;TP;90;2;TP2;#FFB4B4
POP.CA.MA;topola kanadyjska;Populus canadensis Marilandica;;799;TP;90;3;TP3;#FFB4B4
POP.CA.MA;topola kanadyjska;Populus canadensis Marilandica;;799;TP;90;4;TP4;#FF8787
POP.CA.RO;topola kanadyjska;Populus canadensis Robusta;;800;TP;90;1;TP1;#FFE1E1
POP.CA.RO;topola kanadyjska;Populus canadensis Robusta;;800;TP;90;2;TP2;#FFB4B4
POP.CA.RO;topola kanadyjska;Populus canadensis Robusta;;800;TP;90;3;TP3;#FFB4B4
POP.CA.RO;topola kanadyjska;Populus canadensis Robusta;;800;TP;90;4;TP4;#FF8787
POP.CA.SE;topola kanadyjska;Populus canadensis Serotina;;801;TP;90;1;TP1;#FFE1E1
POP.CA.SE;topola kanadyjska;Populus canadensis Serotina;;801;TP;90;2;TP2;#FFB4B4
POP.CA.SE;topola kanadyjska;Populus canadensis Serotina;;801;TP;90;3;TP3;#FFB4B4
POP.CA.SE;topola kanadyjska;Populus canadensis Serotina;;801;TP;90;4;TP4;#FF8787
TP.S;topola szara;Populus canescens;;993;TP;90;1;TP1;#FFE1E1
TP.S;topola szara;Populus canescens;;993;TP;90;2;TP2;#FFB4B4
TP.S;topola szara;Populus canescens;;993;TP;90;3;TP3;#FFB4B4
TP.S;topola szara;Populus canescens;;993;TP;90;4;TP4;#FF8787
TP.KO;topola koreańska;Populus koreana;;989;TP;90;1;TP1;#FFE1E1
TP.KO;topola koreańska;Populus koreana;;989;TP;90;2;TP2;#FFB4B4
TP.KO;topola koreańska;Populus koreana;;989;TP;90;3;TP3;#FFB4B4
TP.KO;topola koreańska;Populus koreana;;989;TP;90;4;TP4;#FF8787
TP.M;topola Maksymowicza;Populus maximowiczii;;990;TP;90;1;TP1;#FFE1E1
TP.M;topola Maksymowicza;Populus maximowiczii;;990;TP;90;2;TP2;#FFB4B4
TP.M;topola Maksymowicza;Populus maximowiczii;;990;TP;90;3;TP3;#FFB4B4
TP.M;topola Maksymowicza;Populus maximowiczii;;990;TP;90;4;TP4;#FF8787
POP.NI.IT;topola czarna;Populus nigra Italica;;802;TP;90;1;TP1;#FFE1E1
POP.NI.IT;topola czarna;Populus nigra Italica;;802;TP;90;2;TP2;#FFB4B4
POP.NI.IT;topola czarna;Populus nigra Italica;;802;TP;90;3;TP3;#FFB4B4
POP.NI.IT;topola czarna;Populus nigra Italica;;802;TP;90;4;TP4;#FF8787
TP.P;topola petrowska;Populus petrowskyana;;992;TP;90;1;TP1;#FFE1E1
TP.P;topola petrowska;Populus petrowskyana;;992;TP;90;2;TP2;#FFB4B4
TP.P;topola petrowska;Populus petrowskyana;;992;TP;90;3;TP3;#FFB4B4
TP.P;topola petrowska;Populus petrowskyana;;992;TP;90;4;TP4;#FF8787
TP.CH;topola chińska;Populus simonii;;987;TP;90;1;TP1;#FFE1E1
TP.CH;topola chińska;Populus simonii;;987;TP;90;2;TP2;#FFB4B4
TP.CH;topola chińska;Populus simonii;;987;TP;90;3;TP3;#FFB4B4
TP.CH;topola chińska;Populus simonii;;987;TP;90;4;TP4;#FF8787
POP.SI.FA;topola chińska;Populus simonii Fastigiata;;803;TP;90;1;TP1;#FFE1E1
POP.SI.FA;topola chińska;Populus simonii Fastigiata;;803;TP;90;2;TP2;#FFB4B4
POP.SI.FA;topola chińska;Populus simonii Fastigiata;;803;TP;90;3;TP3;#FFB4B4
POP.SI.FA;topola chińska;Populus simonii Fastigiata;;803;TP;90;4;TP4;#FF8787
TP.NO;topola nieokreślona;Populus species;;991;TP;90;1;TP1;#FFE1E1
TP.NO;topola nieokreślona;Populus species;;991;TP;90;2;TP2;#FFB4B4
TP.NO;topola nieokreślona;Populus species;;991;TP;90;3;TP3;#FFB4B4
TP.NO;topola nieokreślona;Populus species;;991;TP;90;4;TP4;#FF8787
RDS.PDŁ;rdestnica podługowata;Potamogeton polygonifolius P.;;NA;NA;NA;NA;NA;NA
PCK.K;pięciornik krzewiasty;Potentilla fruticosa;;765;NA;NA;NA;NA;NA
MIG;migdałowiec pospolity;Prunus amygdalus;;740;NA;NA;NA;NA;NA
MRL;morela pospolita;Prunus armeniaca;;747;NA;NA;NA;NA;NA
PRU.CE.N;śliwa wiś98niowa;Prunus cerasifera;;806;NA;NA;NA;NA;NA
ŚL.W;śliwa wiśniowa;Prunus cerasifera;;931;NA;NA;NA;NA;NA
PRU.CE.PI;śliwa wiśniowa;Prunus cerasifera Atropurpurea;;807;NA;NA;NA;NA;NA
PRU.CE.DI;śliwa wiśniowa;Prunus cerasifera divaricata;;805;NA;NA;NA;NA;NA
PRU.CE.SP;śliwa wiśniowa;Prunus cerasifera Woodii;;809;NA;NA;NA;NA;NA
WIŚ;wiśnia pospolita;Prunus cerasus;;83;BRZ;60;1;BRZ1;#D2FEFB
WIŚ;wiśnia pospolita;Prunus cerasus;;83;BRZ;60;2;BRZ2;#86F3EF
WIŚ;wiśnia pospolita;Prunus cerasus;;83;BRZ;60;3;BRZ3;#40E6E7
WIŚ;wiśnia pospolita;Prunus cerasus;;83;BRZ;60;4;BRZ4;#40E6E7
PRU.CE.RH;wiśnia pospolita;Prunus cerasus Rhexii;;808;BRZ;60;1;BRZ1;#D2FEFB
PRU.CE.RH;wiśnia pospolita;Prunus cerasus Rhexii;;808;BRZ;60;2;BRZ2;#86F3EF
PRU.CE.RH;wiśnia pospolita;Prunus cerasus Rhexii;;808;BRZ;60;3;BRZ3;#40E6E7
PRU.CE.RH;wiśnia pospolita;Prunus cerasus Rhexii;;808;BRZ;60;4;BRZ4;#40E6E7
PRU.CE.UM;wiśnia pospolita;Prunus cerasus Umbraculifera;;810;BRZ;60;1;BRZ1;#D2FEFB
PRU.CE.UM;wiśnia pospolita;Prunus cerasus Umbraculifera;;810;BRZ;60;2;BRZ2;#86F3EF
PRU.CE.UM;wiśnia pospolita;Prunus cerasus Umbraculifera;;810;BRZ;60;3;BRZ3;#40E6E7
PRU.CE.UM;wiśnia pospolita;Prunus cerasus Umbraculifera;;810;BRZ;60;4;BRZ4;#40E6E7
ŚL;śliwa domowa;Prunus domestica;;85;BRZ;60;1;BRZ1;#D2FEFB
ŚL;śliwa domowa;Prunus domestica;;85;BRZ;60;2;BRZ2;#86F3EF
ŚL;śliwa domowa;Prunus domestica;;85;BRZ;60;3;BRZ3;#40E6E7
ŚL;śliwa domowa;Prunus domestica;;85;BRZ;60;4;BRZ4;#40E6E7
WIŚ.K;wiśnia karłowa;Prunus fruticosa;;1045;BRZ;60;1;BRZ1;#D2FEFB
WIŚ.K;wiśnia karłowa;Prunus fruticosa;;1045;BRZ;60;2;BRZ2;#86F3EF
WIŚ.K;wiśnia karłowa;Prunus fruticosa;;1045;BRZ;60;3;BRZ3;#40E6E7
WIŚ.K;wiśnia karłowa;Prunus fruticosa;;1045;BRZ;60;4;BRZ4;#40E6E7
WIS.G;wisnia gruczołkowata;Prunus glandulosa;;1042;BRZ;60;1;BRZ1;#D2FEFB
WIS.G;wisnia gruczołkowata;Prunus glandulosa;;1042;BRZ;60;2;BRZ2;#86F3EF
WIS.G;wisnia gruczołkowata;Prunus glandulosa;;1042;BRZ;60;3;BRZ3;#40E6E7
WIS.G;wisnia gruczołkowata;Prunus glandulosa;;1042;BRZ;60;4;BRZ4;#40E6E7
PRU.GL.AL;wiśnia gruczołkowata;Prunus glandulosa Alboplena;;811;BRZ;60;1;BRZ1;#D2FEFB
PRU.GL.AL;wiśnia gruczołkowata;Prunus glandulosa Alboplena;;811;BRZ;60;2;BRZ2;#86F3EF
PRU.GL.AL;wiśnia gruczołkowata;Prunus glandulosa Alboplena;;811;BRZ;60;3;BRZ3;#40E6E7
PRU.GL.AL;wiśnia gruczołkowata;Prunus glandulosa Alboplena;;811;BRZ;60;4;BRZ4;#40E6E7
ŚL.L;śliwa lubaszka;Prunus insititia;;930;BRZ;60;1;BRZ1;#D2FEFB
ŚL.L;śliwa lubaszka;Prunus insititia;;930;BRZ;60;2;BRZ2;#86F3EF
ŚL.L;śliwa lubaszka;Prunus insititia;;930;BRZ;60;3;BRZ3;#40E6E7
ŚL.L;śliwa lubaszka;Prunus insititia;;930;BRZ;60;4;BRZ4;#40E6E7
PRU.IN.IT;śliwa lubaszka;Prunus insititia italica;;812;BRZ;60;1;BRZ1;#D2FEFB
PRU.IN.IT;śliwa lubaszka;Prunus insititia italica;;812;BRZ;60;2;BRZ2;#86F3EF
PRU.IN.IT;śliwa lubaszka;Prunus insititia italica;;812;BRZ;60;3;BRZ3;#40E6E7
PRU.IN.IT;śliwa lubaszka;Prunus insititia italica;;812;BRZ;60;4;BRZ4;#40E6E7
PRU.IN.SY;śliwa lubaszka;Prunus insititia syriaca;;813;BRZ;60;1;BRZ1;#D2FEFB
PRU.IN.SY;śliwa lubaszka;Prunus insititia syriaca;;813;BRZ;60;2;BRZ2;#86F3EF
PRU.IN.SY;śliwa lubaszka;Prunus insititia syriaca;;813;BRZ;60;3;BRZ3;#40E6E7
PRU.IN.SY;śliwa lubaszka;Prunus insititia syriaca;;813;BRZ;60;4;BRZ4;#40E6E7
LWŚ.W;laurowiśnia wschodnia;Prunus laurocerasus;;708;NA;NA;NA;NA;NA
PRU.LA.SC;laurowiśnia wschodnia;Prunus laurocerasus Schipkaen.;;814;NA;NA;NA;NA;NA
PRU.LA.ZA;laurowiśnia wschodnia;Prunus laurocerasus Zabeliana;;815;NA;NA;NA;NA;NA
BKW;brzoskwinia pospolita;Prunus persica;;368;NA;NA;NA;NA;NA
CZM.AM;czeremcha amerykanska;Prunus serotina;;NA;NA;NA;NA;NA;NA
CZM.P;czeremcha późna;Prunus serotina;;434;BRZ;60;1;BRZ1;#D2FEFB
CZM.P;czeremcha późna;Prunus serotina;;434;BRZ;60;2;BRZ2;#86F3EF
CZM.P;czeremcha późna;Prunus serotina;;434;BRZ;60;3;BRZ3;#40E6E7
CZM.P;czeremcha późna;Prunus serotina;;434;BRZ;60;4;BRZ4;#40E6E7
WIS.P;wisnia piłkowana;Prunus serrulata;;1043;BRZ;60;1;BRZ1;#D2FEFB
WIS.P;wisnia piłkowana;Prunus serrulata;;1043;BRZ;60;2;BRZ2;#86F3EF
WIS.P;wisnia piłkowana;Prunus serrulata;;1043;BRZ;60;3;BRZ3;#40E6E7
WIS.P;wisnia piłkowana;Prunus serrulata;;1043;BRZ;60;4;BRZ4;#40E6E7
PRU.SE.KA;wisnia piłkowana;Prunus serrulata Kanzan;;817;BRZ;60;1;BRZ1;#D2FEFB
PRU.SE.KA;wisnia piłkowana;Prunus serrulata Kanzan;;817;BRZ;60;2;BRZ2;#86F3EF
PRU.SE.KA;wisnia piłkowana;Prunus serrulata Kanzan;;817;BRZ;60;3;BRZ3;#40E6E7
PRU.SE.KA;wisnia piłkowana;Prunus serrulata Kanzan;;817;BRZ;60;4;BRZ4;#40E6E7
PRU.SE.KS;wiśnia piłkowana;Prunus serrulata Kiku-shi.-sa.;;819;BRZ;60;1;BRZ1;#D2FEFB
PRU.SE.KS;wiśnia piłkowana;Prunus serrulata Kiku-shi.-sa.;;819;BRZ;60;2;BRZ2;#86F3EF
PRU.SE.KS;wiśnia piłkowana;Prunus serrulata Kiku-shi.-sa.;;819;BRZ;60;3;BRZ3;#40E6E7
PRU.SE.KS;wiśnia piłkowana;Prunus serrulata Kiku-shi.-sa.;;819;BRZ;60;4;BRZ4;#40E6E7
MIG.K;migdałowiec karłowy;Prunus tenella;;741;NA;NA;NA;NA;NA
MIG.T;migdałowiec trojklapowy;Prunus triloba;;742;NA;NA;NA;NA;NA
MDK.C;modrzewnik chiński;Pseudolarix kaempferi;;739;NA;NA;NA;NA;NA
DG.S;daglezja szara;Pseudotsuga caesia;;206;JD;21;1;JD1;#87CEFA
DG.S;daglezja szara;Pseudotsuga caesia;;206;JD;21;2;JD2;#52AFFC
DG.S;daglezja szara;Pseudotsuga caesia;;206;JD;21;3;JD3;#1E90FF
DG.S;daglezja szara;Pseudotsuga caesia;;206;JD;21;4;JD4;#1E90FF
PSE.DO.AR;daglezja zielona;Pseudotsuga menziesii Argentea;;827;JD;21;1;JD1;#87CEFA
PSE.DO.AR;daglezja zielona;Pseudotsuga menziesii Argentea;;827;JD;21;2;JD2;#52AFFC
PSE.DO.AR;daglezja zielona;Pseudotsuga menziesii Argentea;;827;JD;21;3;JD3;#1E90FF
PSE.DO.AR;daglezja zielona;Pseudotsuga menziesii Argentea;;827;JD;21;4;JD4;#1E90FF
PSE.DO.FA;daglezja zielona;Pseudotsuga menziesii Fastig.;;828;JD;21;1;JD1;#87CEFA
PSE.DO.FA;daglezja zielona;Pseudotsuga menziesii Fastig.;;828;JD;21;2;JD2;#52AFFC
PSE.DO.FA;daglezja zielona;Pseudotsuga menziesii Fastig.;;828;JD;21;3;JD3;#1E90FF
PSE.DO.FA;daglezja zielona;Pseudotsuga menziesii Fastig.;;828;JD;21;4;JD4;#1E90FF
PSE.DO.GL;daglezja zielona;Pseudotsuga menziesii glauca;;829;JD;21;1;JD1;#87CEFA
PSE.DO.GL;daglezja zielona;Pseudotsuga menziesii glauca;;829;JD;21;2;JD2;#52AFFC
PSE.DO.GL;daglezja zielona;Pseudotsuga menziesii glauca;;829;JD;21;3;JD3;#1E90FF
PSE.DO.GL;daglezja zielona;Pseudotsuga menziesii glauca;;829;JD;21;4;JD4;#1E90FF
PAR.T;parczelina trójlistkowa;Ptelea trifoliata;;764;NA;NA;NA;NA;NA
SK.K;skrzydłorzech kaukaski;Pterocarya fraxinifolia;;900;NA;NA;NA;NA;NA
MAN.NAD;mannica nadmorska;Puccinellia maritima (H.) Par.;;NA;NA;NA;NA;NA;NA
SAS.OTW;sasanka otwarta;Pulsatilla patens;;NA;NA;NA;NA;NA;NA
SAS.ŁĄK;sasanka łąkowa;Pulsatilla pratensis (L.);;NA;NA;NA;NA;NA;NA
SAS.SŁO;sasanka słowacka;Pulsatilla slavica;;NA;NA;NA;NA;NA;NA
SAS.WIO;sasanka wiosenna;Pulsatilla vernalis (L.) Mill.;;NA;NA;NA;NA;NA;NA
OGN.S;ognik szkarłatny;Pyracantha coccinea;;753;NA;NA;NA;NA;NA
PYR.CO.LA;ognik szkarłatny;Pyracantha coccinea Lalandei;;830;NA;NA;NA;NA;NA
GR;grusza pospolita;Pyrus communis;;81;BRZ;60;1;BRZ1;#D2FEFB
GR;grusza pospolita;Pyrus communis;;81;BRZ;60;2;BRZ2;#86F3EF
GR;grusza pospolita;Pyrus communis;;81;BRZ;60;3;BRZ3;#40E6E7
GR;grusza pospolita;Pyrus communis;;81;BRZ;60;4;BRZ4;#40E6E7
GR.O;grusza oliwnikowa;Pyrus elaeagrifolia;;504;BRZ;60;1;BRZ1;#D2FEFB
GR.O;grusza oliwnikowa;Pyrus elaeagrifolia;;504;BRZ;60;2;BRZ2;#86F3EF
GR.O;grusza oliwnikowa;Pyrus elaeagrifolia;;504;BRZ;60;3;BRZ3;#40E6E7
GR.O;grusza oliwnikowa;Pyrus elaeagrifolia;;504;BRZ;60;4;BRZ4;#40E6E7
GR.W;grusza wierzbolistna;Pyrus salicifolia;;505;BRZ;60;1;BRZ1;#D2FEFB
GR.W;grusza wierzbolistna;Pyrus salicifolia;;505;BRZ;60;2;BRZ2;#86F3EF
GR.W;grusza wierzbolistna;Pyrus salicifolia;;505;BRZ;60;3;BRZ3;#40E6E7
GR.W;grusza wierzbolistna;Pyrus salicifolia;;505;BRZ;60;4;BRZ4;#40E6E7
DB.BI;dąb biały;Quercus alba;;435;DB;40;1;DB1;#D2D2D2
DB.BI;dąb biały;Quercus alba;;435;DB;40;2;DB2;#AFAFAF
DB.BI;dąb biały;Quercus alba;;435;DB;40;3;DB3;#8C8C8C
DB.BI;dąb biały;Quercus alba;;435;DB;40;4;DB4;#8C8C8C
DB.BU;dąb burgundzki;Quercus cerris;;437;DB;40;1;DB1;#D2D2D2
DB.BU;dąb burgundzki;Quercus cerris;;437;DB;40;2;DB2;#AFAFAF
DB.BU;dąb burgundzki;Quercus cerris;;437;DB;40;3;DB3;#8C8C8C
DB.BU;dąb burgundzki;Quercus cerris;;437;DB;40;4;DB4;#8C8C8C
DB.SZ;dąb szkarłatny;Quercus coccinea;;441;DB;40;1;DB1;#D2D2D2
DB.SZ;dąb szkarłatny;Quercus coccinea;;441;DB;40;2;DB2;#AFAFAF
DB.SZ;dąb szkarłatny;Quercus coccinea;;441;DB;40;3;DB3;#8C8C8C
DB.SZ;dąb szkarłatny;Quercus coccinea;;441;DB;40;4;DB4;#8C8C8C
DB.OS;dąb ostrolistny;Quercus ilex;;NA;DB;40;1;DB1;#D2D2D2
DB.OS;dąb ostrolistny;Quercus ilex;;NA;DB;40;2;DB2;#AFAFAF
DB.OS;dąb ostrolistny;Quercus ilex;;NA;DB;40;3;DB3;#8C8C8C
DB.OS;dąb ostrolistny;Quercus ilex;;NA;DB;40;4;DB4;#8C8C8C
DB.D;dąb dachówkowy;Quercus imbricaria;;438;DB;40;1;DB1;#D2D2D2
DB.D;dąb dachówkowy;Quercus imbricaria;;438;DB;40;2;DB2;#AFAFAF
DB.D;dąb dachówkowy;Quercus imbricaria;;438;DB;40;3;DB3;#8C8C8C
DB.D;dąb dachówkowy;Quercus imbricaria;;438;DB;40;4;DB4;#8C8C8C
DB.K;dąb kaukaski;Quercus macranthera;;439;DB;40;1;DB1;#D2D2D2
DB.K;dąb kaukaski;Quercus macranthera;;439;DB;40;2;DB2;#AFAFAF
DB.K;dąb kaukaski;Quercus macranthera;;439;DB;40;3;DB3;#8C8C8C
DB.K;dąb kaukaski;Quercus macranthera;;439;DB;40;4;DB4;#8C8C8C
DB.W;dąb wielkoowocowy;Quercus macrocarpa;;442;DB;40;1;DB1;#D2D2D2
DB.W;dąb wielkoowocowy;Quercus macrocarpa;;442;DB;40;2;DB2;#AFAFAF
DB.W;dąb wielkoowocowy;Quercus macrocarpa;;442;DB;40;3;DB3;#8C8C8C
DB.W;dąb wielkoowocowy;Quercus macrocarpa;;442;DB;40;4;DB4;#8C8C8C
DB.BŁ;dąb błotny;Quercus palustris;;436;DB;40;1;DB1;#D2D2D2
DB.BŁ;dąb błotny;Quercus palustris;;436;DB;40;2;DB2;#AFAFAF
DB.BŁ;dąb błotny;Quercus palustris;;436;DB;40;3;DB3;#8C8C8C
DB.BŁ;dąb błotny;Quercus palustris;;436;DB;40;4;DB4;#8C8C8C
QUE.PE.ME;dąb bezszypułkowy;Quercus petraea Mespilifolia;;831;DB;40;1;DB1;#D2D2D2
QUE.PE.ME;dąb bezszypułkowy;Quercus petraea Mespilifolia;;831;DB;40;2;DB2;#AFAFAF
QUE.PE.ME;dąb bezszypułkowy;Quercus petraea Mespilifolia;;831;DB;40;3;DB3;#8C8C8C
QUE.PE.ME;dąb bezszypułkowy;Quercus petraea Mespilifolia;;831;DB;40;4;DB4;#8C8C8C
