X;GAT;SPECIES_NUM;GAT_NAZWA;LATIN_NAME;SHRUBTREE_FL;BOT_SPECIES;BOT_GENUS;FOMATREE_GRP;ACT_TREE_GRP;BOT_NAME;WOOD_KIND_FL;TAX_TREE_GRP;BUL_SPECIES_NR;GRP_H;GRP_V;WORTH_GRP;AVG_CUT_AGE;AGE1;AGE2;NR_CYKLU;GRP_P_BDL;GRP_TH;GRP_P;GRP_V_TAB
723;ŚW.SI;31700;świerk sitkajski;Picea sitchensis;D;świerk;;ŚW;ŚW;NA;I;NA;951;ŚW;ŚW;;NA;15;30;4;ŚW;ŚW;ŚW;ŚW
724;ŚW.SR;31600;świerk srebrny;Picea pungens;D;świerk;;ŚW;ŚW;NA;I;NA;952;ŚW;ŚW;;NA;15;30;4;ŚW;ŚW;ŚW;ŚW
725;ŚW.SY;31300;świerk syberyjski;Picea obovata;D;świerk;;ŚW;ŚW;NA;I;NA;953;ŚW;ŚW;;NA;15;30;4;ŚW;ŚW;ŚW;ŚW
726;ŚWŚ.J;780100;świdośliwa jajowata;Amelanchier ovalis;K;świdośliwa;;;;NA;L;NA;954;;;;NA;NA;NA;4;;;;
727;ŚWŚ.K;780200;świdośliwa kanadyjska;Amelanchier canadensis;K;świdośliwa;;;;NA;L;NA;955;;;;NA;NA;NA;4;;;;
728;TAM.C;1170400;tamaryszek czteropręcikowy;Tamarix tetrandra;K;tamaryszek;;;;NA;L;NA;956;;;;NA;NA;NA;4;;;;
729;TAM.D;1170300;tamaryszek drobnokwiatowy;Tamarix parviflora;K;tamaryszek;;;;NA;L;NA;957;;;;NA;NA;NA;4;;;;
730;TAM.F;1170700;tamaryszek francuski;Tamarix gallica;K;tamaryszek;;;;NA;L;NA;958;;;;NA;NA;NA;4;;;;
731;TAM.O;1170600;tamaryszek odeski;Tamarix odessana;K;tamaryszek;;;;NA;L;NA;959;;;;NA;NA;NA;4;;;;
732;TAM.P;1170500;tamaryszek pieciopręcikowy;Tamarix pentandra;K;tamaryszek;;;;NA;L;NA;960;;;;NA;NA;NA;4;;;;
733;TAW.B;640800;tawuła białokwiatowa;Spiraea albiflora;K;tawuła;;;;NA;L;NA;961;;;;NA;NA;NA;4;;;;
734;TAW.BI;641100;tawuła Billarda;Spiraea billardii;K;tawuła;;;;NA;L;NA;962;;;;NA;NA;NA;4;;;;
735;TAW.CI.G;641300;tawuła;Spiraea cinerea;K;tawuła;odm. Grefsheim;;;NA;L;NA;963;;;;NA;NA;NA;4;;;;
736;TAW.D;640700;tawuła drobna;Spiraea bumalda;K;tawuła;;;;NA;L;NA;964;;;;NA;NA;NA;4;;;;
737;TAW.DE;641400;tawuła;Spiraea densiflora;K;tawuła;;;;NA;L;NA;965;;;;NA;NA;NA;4;;;;
738;TAW.DG;641000;tawuła Douglasa;Spiraea douglasii;K;tawuła;;;;NA;L;NA;966;;;;NA;NA;NA;4;;;;
739;TAW.H;640400;tawuła van Houtte'a;Spiraea vanhouttei;K;tawuła;;;;NA;L;NA;967;;;;NA;NA;NA;4;;;;
740;TAW.J;640600;tawuła japońska;Spiraea japonica;K;tawuła;;;;NA;L;NA;968;;;;NA;NA;NA;4;;;;
741;TAW.J.G;640601;tawuła japońska;Spiraea japonica;K;tawuła;oodm. Golden Princess;;;NA;L;NA;969;;;;NA;NA;NA;4;;;;
742;TAW.J.L;640602;tawuła japońska;Spiraea japonica;K;tawuła;odm. Little Princess;;;NA;L;NA;970;;;;NA;NA;NA;4;;;;
743;TAW.M;640900;tawuła Menziesa;Spiraea menziesii;K;tawuła;;;;NA;L;NA;971;;;;NA;NA;NA;4;;;;
744;TAW.O;640500;tawuła ożankolistna;Spiraea chamaedryfolia;K;tawuła;;;;NA;L;NA;972;;;;NA;NA;NA;4;;;;
745;TAW.Ś;640100;tawuła śliwolistna;Spiraea prunifolia;K;tawuła;;;;NA;L;NA;973;;;;NA;NA;NA;4;;;;
746;TAW.T;640200;tawuła Thunberga;Spiraea thunbergii;K;tawuła;;;;NA;L;NA;974;;;;NA;NA;NA;4;;;;
747;TAW.W;640300;tawuła wczesna;Spiraea arguta;K;tawuła;;;;NA;L;NA;975;;;;NA;NA;NA;4;;;;
748;TAW.WB;641200;tawuła wierzbolistna;Spiraea salicifolia;K;tawuła;;;;NA;L;NA;976;;;;NA;NA;NA;4;;;;
749;TIL.AM.AM;400602;lipa amerykańska;Tilia americana Ampelophylla;D;lipa;"odm.""""Ampelophylla""""";OS;BK;NA;L;NA;977;BRZ;OS;;NA;10;15;4;LP;BRZ;BK;BK
750;TIL.AM.FA;400603;lipa amerykańska;Tilia americana Fastigiata;D;lipa;"odm.""""Fastigiata""""";OS;BK;NA;L;NA;978;BRZ;OS;;NA;10;15;4;LP;BRZ;BK;BK
751;TIL.AM.MA;400601;lipa amerykańska;Tilia americana Macrophylla;D;lipa;"odm.""""Macrophylla""""";OS;BK;NA;L;NA;979;BRZ;OS;;NA;10;15;4;LP;BRZ;BK;BK
752;TIL.PL.LA;400204;lipa szerokolistna;Tilia platyphyllos Laciniata;D;lipa;"odm.""""Laciniata""""";OS;BK;NA;L;NA;980;BRZ;OS;;NA;10;15;4;LP;BRZ;BK;BK
753;TIL.PL.PA;400201;lipa szerokolistna;Tilia platyphyllos Pyram.Aurea;D;lipa;"odm.""""Pyramidalis Aurea""""";OS;BK;NA;L;NA;981;BRZ;OS;;NA;10;15;4;LP;BRZ;BK;BK
754;TIL.PL.RU;400202;lipa szerokolistna;Tilia platyphyllos Rubra;D;lipa;"odm.""""Rubra""""";OS;BK;NA;L;NA;982;BRZ;OS;;NA;10;15;4;LP;BRZ;BK;BK
755;TIL.PL.VI;400203;lipa szerokolistna;Tilia platyphyllos Vitifolia;D;lipa;"odm.""""Vitifolia""""";OS;BK;NA;L;NA;983;BRZ;OS;;NA;10;15;4;LP;BRZ;BK;BK
756;TOR.K;220100;torreja kalifornijska;Torreya californica;D;torreja;;;;NA;I;NA;984;;;;NA;0;10;4;;;;
757;TOR.O;220200;torreja orzechowa;Torreya nucifera;D;torreja;;;;NA;I;NA;985;;;;NA;0;10;4;;;;
758;TP;380100;topola biała;Populus alba;D;topola;;OS;OS;NA;L;NA;90;BRZ;OS;OL;40;0;10;4;TP;BRZ;BRZ;BRZ
759;TP.B;381000;topola berlińska;Populus berolinensis;D;topola;;OS;OS;NA;L;NA;986;BRZ;OS;;NA;0;10;4;TP;BRZ;BRZ;BRZ
760;TP.C;380400;topola czarna;Populus nigra;D;topola;;OS;OS;NA;L;NA;100;BRZ;OS;OL;40;0;10;4;TP;BRZ;BRZ;BRZ
761;TP.CH;380600;topola chińska;Populus simonii;D;topola;;OS;OS;NA;L;NA;987;BRZ;OS;;NA;0;10;4;TP;BRZ;BRZ;BRZ
762;TP.K;380500;topola kanadyjska;Populus canadensis;D;topola;;OS;OS;NA;L;NA;988;BRZ;OS;;NA;0;10;4;TP;BRZ;BRZ;BRZ
763;TP.KO;380900;topola koreańska;Populus koreana;D;topola;;OS;OS;NA;L;NA;989;BRZ;OS;;NA;0;10;4;TP;BRZ;BRZ;BRZ
764;TP.M;380800;topola Maksymowicza;Populus maximowiczii;D;topola;;OS;OS;NA;L;NA;990;BRZ;OS;;NA;0;10;4;TP;BRZ;BRZ;BRZ
765;TP.NO;381200;topola nieokreślona;Populus species;D;topola;;OS;OS;NA;L;NA;991;BRZ;OS;;NA;0;10;4;TP;BRZ;BRZ;BRZ
766;TP.P;381100;topola petrowska;Populus petrowskyana;D;topola;;OS;OS;NA;L;NA;992;BRZ;OS;;NA;0;10;4;TP;BRZ;BRZ;BRZ
767;TP.S;380300;topola szara;Populus canescens;D;topola;;OS;OS;NA;L;NA;993;BRZ;OS;;NA;0;10;4;TP;BRZ;BRZ;BRZ
768;TRZ;1070100;trzmielina pospolita;Euonymus europaea;K;trzmielina;;;;NA;L;NA;59;;;;NA;NA;NA;4;;;;
769;TRZ.B;1070200;trzmielina brodawkowata;Euonymus verrucosa;K;trzmielina;;;;NA;L;NA;58;;;;NA;NA;NA;4;;;;
770;TRZ.F;1070400;trzmielina Fortune'a;Euonymus fortunei;K;trzmielina;;;;NA;L;NA;994;;;;NA;NA;NA;4;;;;
771;TRZ.N;1070500;trzmielina niska;Euonymus nana;K;trzmielina;;;;NA;L;NA;995;;;;NA;NA;NA;4;;;;
772;TRZ.S;1070300;trzmielina szerokolistna;Euonymus latifolia;K;trzmielina;;;;NA;L;NA;996;;;;NA;NA;NA;4;;;;
773;TS.C;230300;choina chińska;Tsuga chinensis;D;choina;;;;NA;I;NA;997;;;;NA;15;20;4;;;;
774;TS.K;230100;choina kanadyjska;Tsuga canadensis;D;choina;;JD;JD;NA;I;NA;200;JD;JD;JD;120;15;20;4;JD;JD;JD;JD
775;TS.K.N;230101;choina kanadyjska;Tsuga canadensis;D;choina;odm. Nana;;;NA;I;NA;998;;;;NA;15;20;4;;;;
776;TS.KA;230200;choina karolińska;Tsuga caroliniana;D;choina;;;;NA;I;NA;999;;;;NA;15;20;4;;;;
777;TS.R;230400;choina różnolistna;Tsuga diversifolia;D;choina;;;;NA;I;NA;1000;;;;NA;15;20;4;;;;
778;TS.S;230600;choina Siebolda;Tsuga sieboldii;D;choina;;;;NA;I;NA;1001;;;;NA;15;20;4;;;;
779;TS.Z;230500;choina zachodnia;Tsuga heterophylla;D;choina;;;;NA;I;NA;1002;;;;NA;15;20;4;;;;
780;TUL.A;540100;tulipanowiec amerykański;Liriodendron tulipifera;D;tulipanowiec;;;;NA;L;NA;1003;;;;NA;25;30;4;;;;
781;TWŁ.K;650100;tawułowiec kalinolistny;Physocarpus opulifolius;K;tawułowiec;;;;NA;L;NA;1004;;;;NA;NA;NA;4;;;;
782;ULM.CA.DA;330403;wiąz polny;Ulmus carpinifolia Dampieri;D;wiąz;"odm.""""Dampieri""""";DB;DB;NA;L;NA;1005;DB;DB;;NA;20;30;4;WZ;DB;BK;BK
783;ULM.CA.SU;330401;wiąz polny;Ulmus carpinifolia suberosa;D;wiąz;odm.korkowa;DB;DB;NA;L;NA;1006;DB;DB;;NA;20;30;4;WZ;DB;BK;BK
784;ULM.CA.UM;330402;wiąz polny;Ulmus carpinifolia Umbraculif.;D;wiąz;"odm.""""Umbraculifera""""";DB;DB;NA;L;NA;1007;DB;DB;;NA;20;30;4;WZ;DB;BK;BK
785;ULM.CA.VR;330404;wiąz polny;Ulmus carpinifolia Wredei;D;wiąz;"odm.""""Wrede'a""""";DB;DB;NA;L;NA;1008;DB;DB;;NA;20;30;4;WZ;DB;BK;BK
786;ULM.GL.CA;330301;wiąz górski;Ulmus glabra Camperdownii;D;wiąz;"odm.""""Camperdownii""""";DB;DB;NA;L;NA;1009;DB;DB;;NA;20;30;4;WZ;DB;BK;BK
787;ULM.GL.EX;330303;wiąz górski;Ulmus glabra Exoniensis;D;wiąz;"odm.""""Exoniensis""""";DB;DB;NA;L;NA;1010;DB;DB;;NA;20;30;4;WZ;DB;BK;BK
788;ULM.GL.PE;330302;wiąz górski;Ulmus glabra Pendula;D;wiąz;"odm.""""Pendula""""";DB;DB;NA;L;NA;1011;DB;DB;;NA;20;30;4;WZ;DB;BK;BK
789;ULM.PU.AR;330501;wiąz syberyjski;Ulmus pumila arborea;D;wiąz;odm.turkiestanska;DB;DB;NA;L;NA;1012;DB;DB;;NA;20;30;4;WZ;DB;BK;BK
790;VIB.OP.RO;1360101;kalina koralowa;Viburnum opulus Roseum;K;kalina;odm.płonna;;;NA;L;NA;1013;;;;NA;NA;NA;4;;;;
791;WAJ.C;1380100;wajgela cudowna;Weigela florida;K;wajgela;;;;NA;L;NA;1014;;;;NA;NA;NA;4;;;;
792;WAW.WIL;NA;wawrzynek wilczełyko;;K;;;;;NA;L;NA;NA;;;;0;NA;NA;4;;;;
793;WB;390100;wierzba biała;Salix alba;D;wierzba;;OS;OS;NA;L;NA;92;BRZ;OS;OS;50;0;10;4;OS;BRZ;BRZ;BRZ
794;WB.K;390200;wierzba krucha;Salix fragilis;D;wierzba;;OS;OS;NA;L;NA;1015;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
795;WB.L;390400;wierzba laurowa;Salix pentandra;D;wierzba;;OS;OS;NA;L;NA;1016;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
796;WB.M;390300;wierzba mandżurska;Salix matsudana;D;wierzba;;OS;OS;NA;L;NA;1017;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
797;WB.NO;391100;wierzba nieokreślona;Salix species;D;wierzba;;OS;OS;NA;L;NA;1018;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
798;WB.O;390700;wierzba ostrolistna;Salix acutifolia;D;wierzba;;OS;OS;NA;L;NA;1019;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
799;WB.P;392200;wierzba pięciopręcikowa;Salix pentandra;D;wierzba;;OS;OS;NA;L;NA;1020;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
800;WB.PZ;392300;wierzba płożąca;Salix repens;K;wierzba;;OS;OS;NA;L;NA;1021;BRZ;OS;;NA;NA;NA;4;OS;BRZ;BRZ;BRZ
801;WB.RO;392400;wierzba rokita;Salix rosmarinifolia;D;wierzba;;OS;OS;NA;L;NA;1022;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
802;WB.S;391000;wierzba siwa;Salix elaeagnos;D;wierzba;;OS;OS;NA;L;NA;1023;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
803;WB.SL;392500;wierzba śląska;Salix silesiaca;D;wierzba;;OS;OS;NA;L;NA;1024;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
804;WB.SZ.H;392700;wierzba szczepiona;Salix integra;D;wierzba;odm. Hacuro Nishiki;OS;OS;NA;L;NA;1025;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
805;WB.TR;392600;wierzba trójpręcikowa;Salix triandra;D;wierzba;;OS;OS;NA;L;NA;1026;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
806;WB.W;390600;wierzba wawrzynkowa;Salix daphnoides;D;wierzba;;OS;OS;NA;L;NA;1027;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
807;WB.WI;390900;wierzba wiciowa;Salix viminalis;D;wierzba;;OS;OS;NA;L;NA;1028;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
808;WB.Z;392000;wierzba zielna;Salix herbacea;D;wierzba;;OS;OS;NA;L;NA;1029;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
809;WCK.H;1400400;wiciokrzew Heckrotta;Lonicera hecrottii;K;wiciokrzew;;;;NA;L;NA;1030;;;;NA;NA;NA;4;;;;
810;WCK.P;1400100;wiciokrzew pomorski;Lonicera periclymenum;K;wiciokrzew;;;;NA;L;NA;1031;;;;NA;NA;NA;4;;;;
811;WCK.PR;1400200;wiciokrzew przewiercien;Lonicera caprifolium;K;wiciokrzew;;;;NA;L;NA;1032;;;;NA;NA;NA;4;;;;
812;WCK.T;1400300;wiciokrzew Tellmanna;Lonicera tellmanniana;K;wiciokrzew;;;;NA;L;NA;1033;;;;NA;NA;NA;4;;;;
813;WEI.FL.AL;1380102;wajgela cudowna;Weigela florida Alba;K;wajgela;odm.białokwiatowa;;;NA;L;NA;1034;;;;NA;NA;NA;4;;;;
814;WEI.FL.PU;1380103;wajgela cudowna;Weigela florida Purpurea;K;wajgela;odm.purpurowa;;;NA;L;NA;1035;;;;NA;NA;NA;4;;;;
815;WEI.FL.VA;1380104;wajgela cudowna;Weigela florida Variegata;K;wajgela;odm.pstrolistna;;;NA;L;NA;1036;;;;NA;NA;NA;4;;;;
816;WEI.FL.VE;1380101;wajgela cudowna;Weigela florida Venusta;K;wajgela;odm.koreanska;;;NA;L;NA;1037;;;;NA;NA;NA;4;;;;
817;WIK;390500;wiklina (wba purpurowa);Salix purpurea;K;wierzba;;OS;OS;NA;L;NA;69;BRZ;OS;;NA;NA;NA;4;OS;BRZ;BRZ;BRZ
818;WIK.N;390502;wierzba purpurowa;Salix purpurea;K;wierzba;odm. Nana;OS;OS;NA;L;NA;1038;BRZ;OS;;NA;NA;NA;4;OS;BRZ;BRZ;BRZ
819;WIN.P;1140100;winobluszcz pięciolistkowy;Parthenocissus quinquefolia;K;winobluszcz;;;;NA;L;NA;1039;;;;NA;NA;NA;4;;;;
820;WIN.T;1140300;winobluszcz trójklapowy;Parthenocissus tricuspidata;K;winobluszcz;;;;NA;L;NA;1040;;;;NA;NA;NA;4;;;;
821;WIN.Z;1140200;winobluszcz zaroślowy;Parthenocissus vitacea;K;winobluszcz;;;;NA;L;NA;1041;;;;NA;NA;NA;4;;;;
822;WIS.G;851600;wisnia gruczołkowata;Prunus glandulosa;D;śliwa;;BRZ;BRZ;NA;L;NA;1042;BRZ;BRZ;;NA;10;20;4;BRZ;BRZ;BRZ;BRZ
823;WIS.P;851500;wisnia piłkowana;Prunus serrulata;D;śliwa;;BRZ;BRZ;NA;L;NA;1043;BRZ;BRZ;;NA;10;20;4;BRZ;BRZ;BRZ;BRZ
824;WIS.W;851700;wiśnia wonna;Prunus mahaleb;D;śliwa;;BRZ;BRZ;NA;L;NA;1044;BRZ;BRZ;;NA;10;20;4;BRZ;BRZ;BRZ;BRZ
825;WIŚ;851100;wiśnia pospolita;Prunus cerasus;D;śliwa;;BRZ;BRZ;NA;L;NA;83;BRZ;BRZ;OS;50;10;20;4;BRZ;BRZ;BRZ;BRZ
826;WIŚ.K;851200;wiśnia karłowa;Prunus fruticosa;K;śliwa;;BRZ;BRZ;NA;L;NA;1045;BRZ;BRZ;;NA;NA;NA;4;BRZ;BRZ;BRZ;BRZ
827;WSN.P;1180100;września pobrzeżna;Myricaria germanica;K;września;;;;NA;L;NA;1046;;;;NA;NA;NA;4;;;;
828;WŚL.A;1130200;winorośl amurska;Vitis amurensis;K;winorośl;;;;NA;L;NA;1047;;;;NA;NA;NA;4;;;;
829;WŚL.J;1130300;winorośl japońska;Vitis coignetiae;K;winorośl;;;;NA;L;NA;1048;;;;NA;NA;NA;4;;;;
830;WŚL.P;1130100;winorośl pachnąca;Vitis riparia;K;winorośl;;;;NA;L;NA;1049;;;;NA;NA;NA;4;;;;
831;WZ;330100;wiąz pospolity;Ulmus;D;wiąz;;DB;DB;NA;L;NA;46;GB;GB;BK;120;20;30;4;WZ;BK;BK;BK
832;WZ.NO;330600;wiąz nieokreslony;Ulmus species;D;wiąz;;DB;DB;NA;L;NA;1050;GB;GB;;NA;20;30;4;WZ;BK;BK;BK
833;WZ.P;330400;wiąz polny;Ulmus carpinifolia;D;wiąz;;DB;DB;NA;L;NA;1051;GB;GB;;NA;20;30;4;WZ;BK;BK;BK
834;WZ.S;330200;wiąz szypułkowy;Ulmus laevis;D;wiąz;;DB;DB;NA;L;NA;1052;GB;GB;;NA;20;30;4;WZ;BK;BK;BK
835;WZ.SY;330500;wiąz syberyjski;Ulmus pumila;D;wiąz;;DB;DB;NA;L;NA;1053;GB;GB;;NA;20;30;4;WZ;BK;BK;BK
836;WZW.P;420200;wiazowiec południowy;Celtis australis;D;wiazowiec;;;;NA;L;NA;1054;;;;NA;20;30;4;;;;
837;WZW.Z;420100;wiazowiec zachodni;Celtis occidentalis;D;wiazowiec;;DB;DB;NA;L;NA;1055;DB;DB;;NA;20;30;4;WZ;DB;BK;BK
838;ZŁK;980100;złotokap pospolity;Laburnum anagyroides;K;złotokap;;;;NA;L;NA;1056;;;;NA;NA;NA;4;;;;
839;ZŁK.A;980200;złotokap  alpejski;Laburnum alpinum;K;złotokap;;;;NA;L;NA;1057;;;;NA;NA;NA;4;;;;
840;ZŁK.W;980300;złotokap  Waterera;Laburnum watereri;K;złotokap;;;;NA;L;NA;1058;;;;NA;NA;NA;4;;;;
841;ZŁT.J;800100;złotlin japoński;Kerria japonica;K;złotlin;;;;NA;L;NA;1059;;;;NA;NA;NA;4;;;;
842;ŻAR.M;960100;żarnowiec miotlasty;Cytisus scoparius;K;żarnowiec;;;;NA;L;NA;1060;;;;NA;NA;NA;4;;;;
843;ŻWC.J;210100;żywotnikowiec japoński;Thujopsis dolabrata;D;żywotnikowiec;;;;NA;I;NA;1061;;;;NA;20;30;4;;;;
844;ŻYL.L;560400;żylistek Lemoine'a;Deutzia lemoinei;K;żylistek;;;;NA;L;NA;1062;;;;NA;NA;NA;4;;;;
845;ŻYL.R;560200;żylistek różowy;Deutzia rosea;K;żylistek;;;;NA;L;NA;1063;;;;NA;NA;NA;4;;;;
846;ŻYL.S;560300;żylistek szorstki;Deutzia scabra;K;żylistek;;;;NA;L;NA;1064;;;;NA;NA;NA;4;;;;
847;ŻYL.W;560100;żylistek wysmukły;Deutzia gracilis;K;żylistek;;;;NA;L;NA;1065;;;;NA;NA;NA;4;;;;
848;ŻYW.J;200500;żywotnik japoński;Thuja standishii;K;żywotnik;;;;NA;I;NA;1066;;;;NA;NA;NA;4;;;;
849;ŻYW.K;200100;żywotnik koreański;Thuja koraiensis;K;żywotnik;;;;NA;I;NA;1067;;;;NA;NA;NA;4;;;;
850;ŻYW.O;200400;żywotnik olbrzymi;Thuja plicata;D;żywotnik;;JD;JD;NA;I;NA;204;JD;JD;JD;120;20;30;4;JD;JD;JD;JD
851;ŻYW.W;200300;żywotnik wschodni;Thuja orintalis;D;żywotnik;;JD;JD;NA;I;NA;205;JD;JD;JD;120;20;30;4;JD;JD;JD;JD
852;ŻYW.W.AN;200301;żywotnik wschodni;Thuja orientalis;K;żywotnik;odm. Aurea Nana;;;NA;I;NA;1068;;;;NA;NA;NA;4;;;;
853;ŻYW.Z;200200;żywotnik zachodni;Thuja occidentalis;D;żywotnik;;JD;JD;NA;I;NA;25;JD;JD;JD;120;20;30;4;JD;JD;JD;JD
854;ŻYW.Z.D;200201;żywotnik zachodni;Thuja occidentalis;K;żywotnik;odm. Danica;;;NA;I;NA;1069;;;;NA;NA;NA;4;;;;
855;ŻYW.Z.RH;200202;żywotnik zachodni;Thuja occidentalis;K;żywotnik;odm. Rheingold;;;NA;I;NA;1070;;;;NA;NA;NA;4;;;;
856;ŻYW.Z.SM;200203;żywotnik zachodni;Thuja occidentalis;K;żywotnik;odm. Smaragd;;;NA;I;NA;1071;;;;NA;NA;NA;4;;;;
857;ŻYW.Z.SU;200204;żywotnik zachodni;Thuja occidentalis;K;żywotnik;odm. Sunkist;;;NA;I;NA;1072;;;;NA;NA;NA;4;;;;
